curve,elapsed_sec,mean,ci_lo,ci_hi,n_runs
ours r6 (n=2),25.0,1.2094017094017095,-0.03949875614503462,2.4583021749484537,2
ours r6 (n=2),26.0,1.3034188034188035,0.2717184188367112,2.3351191880008955,2
ours r6 (n=2),27.0,1.3974358974358974,0.5829355938184543,2.2119362010533403,2
ours r6 (n=2),28.0,1.4914529914529915,0.8941527688002,2.088753214105783,2
ours r6 (n=2),29.0,1.5854700854700856,1.205369943781946,1.9655702271582252,2
ours r6 (n=2),30.0,1.6794871794871793,1.5165871187636901,1.8423872402106685,2
ours r6 (n=2),31.0,1.7735042735042734,1.7192042532631109,1.827804293745436,2
ours r6 (n=2),32.0,1.8675213675213675,1.5960212663155544,2.1390214687271807,2
ours r6 (n=2),33.0,1.9615384615384617,1.4728382793679968,2.4502386437089267,2
ours r6 (n=2),34.0,2.25,-0.9265511841080234,5.426551184108023,2
ours r6 (n=2),35.0,2.625,-2.1398267761620353,7.389826776162035,2
ours r6 (n=2),36.0,2.7738095238095237,-0.705270344499263,6.252889392118311,2
ours r6 (n=2),37.0,2.9226190476190474,0.7292860871635067,5.115952008074588,2
ours r6 (n=2),38.0,3.071428571428571,2.163842518826279,3.9790146240308633,2
ours r6 (n=2),39.0,3.1406926406926408,2.508132664636496,3.7732526167487856,2
ours r6 (n=2),40.0,3.20995670995671,2.8524228104467144,3.5674906094667054,2
ours r6 (n=2),41.0,3.279220779220779,3.1967129562569334,3.3617286021846247,2
ours r6 (n=2),42.0,3.3484848484848486,3.1559665949025444,3.541003102067153,2
ours r6 (n=2),43.0,3.4177489177489178,2.9502045876204637,3.885293247877372,2
ours r6 (n=2),44.0,3.487012987012987,2.744442580338383,4.229583393687591,2
ours r6 (n=2),45.0,3.5562770562770565,2.538680573056306,4.573873539497807,2
ours r6 (n=2),46.0,3.6255411255411256,2.332918565774222,4.918163685308029,2
ours r6 (n=2),47.0,3.6948051948051948,2.1271565584921417,5.262453831118248,2
ours r6 (n=2),48.0,3.7640692640692643,1.921394551210064,5.606743976928465,2
ours r6 (n=2),49.0,3.833333333333333,1.715632543927983,5.951034122738683,2
ours r6 (n=2),50.0,3.9126984126984126,1.391626044358715,6.43377078103811,2
ours r6 (n=2),51.0,3.992063492063492,1.067619544789438,6.916507439337546,2
ours r6 (n=2),52.0,4.071428571428571,0.7436130452201666,7.399244097636975,2
